custom_id,dataset,row_idx,variant,gt_faithful,labels,n_aspects
v7_edurabsa_676_faithful,edurabsa,676,faithful,True,"{""exam_fairness"": ""positive""}",1
v7_edurabsa_676_flip,edurabsa,676,flip,False,"{""exam_fairness"": ""negative""}",1
v7_edurabsa_676_inject,edurabsa,676,inject,False,"{""exam_fairness"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_752_faithful,edurabsa,752,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_752_flip,edurabsa,752,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_752_inject,edurabsa,752,inject,False,"{""overall_experience"": ""positive"", ""assessment_design"": ""negative""}",2
v7_edurabsa_869_faithful,edurabsa,869,faithful,True,"{""organization"": ""neutral"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_869_flip,edurabsa,869,flip,False,"{""organization"": ""negative"", ""exam_fairness"": ""positive""}",2
v7_edurabsa_869_inject,edurabsa,869,inject,False,"{""organization"": ""neutral"", ""exam_fairness"": ""negative"", ""overall_experience"": ""positive""}",3
v7_edurabsa_896_faithful,edurabsa,896,faithful,True,"{""workload"": ""negative"", ""overall_experience"": ""positive""}",2
v7_edurabsa_896_flip,edurabsa,896,flip,False,"{""workload"": ""positive"", ""overall_experience"": ""negative""}",2
v7_edurabsa_896_inject,edurabsa,896,inject,False,"{""workload"": ""negative"", ""overall_experience"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_edurabsa_849_faithful,edurabsa,849,faithful,True,"{""workload"": ""negative"", ""overall_experience"": ""positive""}",2
v7_edurabsa_849_flip,edurabsa,849,flip,False,"{""workload"": ""positive"", ""overall_experience"": ""negative""}",2
v7_edurabsa_849_inject,edurabsa,849,inject,False,"{""workload"": ""negative"", ""overall_experience"": ""positive"", ""materials"": ""negative""}",3
v7_edurabsa_2026_faithful,edurabsa,2026,faithful,True,"{""overall_experience"": ""negative"", ""accessibility"": ""negative"", ""lecturer_quality"": ""negative""}",3
v7_edurabsa_2026_flip,edurabsa,2026,flip,False,"{""overall_experience"": ""positive"", ""accessibility"": ""positive"", ""lecturer_quality"": ""positive""}",3
v7_edurabsa_2026_inject,edurabsa,2026,inject,False,"{""overall_experience"": ""negative"", ""accessibility"": ""negative"", ""lecturer_quality"": ""negative"", ""exam_fairness"": ""positive""}",4
v7_edurabsa_1765_faithful,edurabsa,1765,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1765_flip,edurabsa,1765,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1765_inject,edurabsa,1765,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_edurabsa_640_faithful,edurabsa,640,faithful,True,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive"", ""materials"": ""positive"", ""workload"": ""positive""}",5
v7_edurabsa_640_flip,edurabsa,640,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""materials"": ""negative"", ""workload"": ""negative""}",5
v7_edurabsa_640_inject,edurabsa,640,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive"", ""materials"": ""positive"", ""workload"": ""positive"", ""assessment_design"": ""positive""}",6
v7_edurabsa_1156_faithful,edurabsa,1156,faithful,True,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1156_flip,edurabsa,1156,flip,False,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1156_inject,edurabsa,1156,inject,False,"{""overall_experience"": ""negative"", ""grading_transparency"": ""negative""}",2
v7_edurabsa_1610_faithful,edurabsa,1610,faithful,True,"{""workload"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1610_flip,edurabsa,1610,flip,False,"{""workload"": ""negative"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1610_inject,edurabsa,1610,inject,False,"{""workload"": ""positive"", ""lecturer_quality"": ""negative"", ""overall_experience"": ""positive""}",3
v7_edurabsa_962_faithful,edurabsa,962,faithful,True,"{""materials"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_962_flip,edurabsa,962,flip,False,"{""materials"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_962_inject,edurabsa,962,inject,False,"{""materials"": ""negative"", ""lecturer_quality"": ""negative"", ""organization"": ""positive""}",3
v7_edurabsa_1658_faithful,edurabsa,1658,faithful,True,"{""accessibility"": ""negative""}",1
v7_edurabsa_1658_flip,edurabsa,1658,flip,False,"{""accessibility"": ""positive""}",1
v7_edurabsa_1658_inject,edurabsa,1658,inject,False,"{""accessibility"": ""negative"", ""assessment_design"": ""positive""}",2
v7_edurabsa_45_faithful,edurabsa,45,faithful,True,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_45_flip,edurabsa,45,flip,False,"{""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_edurabsa_45_inject,edurabsa,45,inject,False,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""assessment_design"": ""negative""}",3
v7_edurabsa_1761_faithful,edurabsa,1761,faithful,True,"{""overall_experience"": ""positive"", ""exam_fairness"": ""positive"", ""workload"": ""negative""}",3
v7_edurabsa_1761_flip,edurabsa,1761,flip,False,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""workload"": ""positive""}",3
v7_edurabsa_1761_inject,edurabsa,1761,inject,False,"{""overall_experience"": ""positive"", ""exam_fairness"": ""positive"", ""workload"": ""negative"", ""assessment_design"": ""positive""}",4
v7_edurabsa_1049_faithful,edurabsa,1049,faithful,True,"{""workload"": ""positive""}",1
v7_edurabsa_1049_flip,edurabsa,1049,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1049_inject,edurabsa,1049,inject,False,"{""workload"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_2114_faithful,edurabsa,2114,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_2114_flip,edurabsa,2114,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_2114_inject,edurabsa,2114,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative""}",3
v7_edurabsa_1689_faithful,edurabsa,1689,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1689_flip,edurabsa,1689,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1689_inject,edurabsa,1689,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""grading_transparency"": ""negative""}",3
v7_edurabsa_1645_faithful,edurabsa,1645,faithful,True,"{""accessibility"": ""positive""}",1
v7_edurabsa_1645_flip,edurabsa,1645,flip,False,"{""accessibility"": ""negative""}",1
v7_edurabsa_1645_inject,edurabsa,1645,inject,False,"{""accessibility"": ""positive"", ""assessment_design"": ""positive""}",2
v7_edurabsa_1031_faithful,edurabsa,1031,faithful,True,"{""accessibility"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""positive""}",3
v7_edurabsa_1031_flip,edurabsa,1031,flip,False,"{""accessibility"": ""negative"", ""lecturer_quality"": ""negative"", ""materials"": ""negative""}",3
v7_edurabsa_1031_inject,edurabsa,1031,inject,False,"{""accessibility"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""positive"", ""assessment_design"": ""positive""}",4
v7_edurabsa_1365_faithful,edurabsa,1365,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1365_flip,edurabsa,1365,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1365_inject,edurabsa,1365,inject,False,"{""overall_experience"": ""positive"", ""materials"": ""negative""}",2
v7_edurabsa_1391_faithful,edurabsa,1391,faithful,True,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""materials"": ""positive""}",3
v7_edurabsa_1391_flip,edurabsa,1391,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative"", ""materials"": ""negative""}",3
v7_edurabsa_1391_inject,edurabsa,1391,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""materials"": ""positive"", ""exam_fairness"": ""negative""}",4
v7_edurabsa_1852_faithful,edurabsa,1852,faithful,True,"{""exam_fairness"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_1852_flip,edurabsa,1852,flip,False,"{""exam_fairness"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1852_inject,edurabsa,1852,inject,False,"{""exam_fairness"": ""negative"", ""overall_experience"": ""negative"", ""materials"": ""positive""}",3
v7_edurabsa_434_faithful,edurabsa,434,faithful,True,"{""overall_experience"": ""positive"", ""workload"": ""neutral""}",2
v7_edurabsa_434_flip,edurabsa,434,flip,False,"{""overall_experience"": ""negative"", ""workload"": ""negative""}",2
v7_edurabsa_434_inject,edurabsa,434,inject,False,"{""overall_experience"": ""positive"", ""workload"": ""neutral"", ""grading_transparency"": ""positive""}",3
v7_edurabsa_1298_faithful,edurabsa,1298,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1298_flip,edurabsa,1298,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1298_inject,edurabsa,1298,inject,False,"{""overall_experience"": ""positive"", ""accessibility"": ""negative""}",2
v7_edurabsa_327_faithful,edurabsa,327,faithful,True,"{""materials"": ""negative"", ""overall_experience"": ""positive""}",2
v7_edurabsa_327_flip,edurabsa,327,flip,False,"{""materials"": ""positive"", ""overall_experience"": ""negative""}",2
v7_edurabsa_327_inject,edurabsa,327,inject,False,"{""materials"": ""negative"", ""overall_experience"": ""positive"", ""assessment_design"": ""negative""}",3
v7_edurabsa_483_faithful,edurabsa,483,faithful,True,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_483_flip,edurabsa,483,flip,False,"{""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_edurabsa_483_inject,edurabsa,483,inject,False,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""materials"": ""negative""}",3
v7_edurabsa_287_faithful,edurabsa,287,faithful,True,"{""workload"": ""neutral""}",1
v7_edurabsa_287_flip,edurabsa,287,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_287_inject,edurabsa,287,inject,False,"{""workload"": ""neutral"", ""assessment_design"": ""positive""}",2
v7_edurabsa_31_faithful,edurabsa,31,faithful,True,"{""overall_experience"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive"", ""workload"": ""negative""}",4
v7_edurabsa_31_flip,edurabsa,31,flip,False,"{""overall_experience"": ""negative"", ""organization"": ""negative"", ""exam_fairness"": ""negative"", ""workload"": ""positive""}",4
v7_edurabsa_31_inject,edurabsa,31,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""positive"", ""exam_fairness"": ""positive"", ""workload"": ""negative"", ""grading_transparency"": ""negative""}",5
v7_edurabsa_194_faithful,edurabsa,194,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_194_flip,edurabsa,194,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_194_inject,edurabsa,194,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""workload"": ""positive""}",3
v7_edurabsa_903_faithful,edurabsa,903,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_903_flip,edurabsa,903,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_903_inject,edurabsa,903,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""negative""}",3
v7_edurabsa_2071_faithful,edurabsa,2071,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""workload"": ""neutral""}",3
v7_edurabsa_2071_flip,edurabsa,2071,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""workload"": ""negative""}",3
v7_edurabsa_2071_inject,edurabsa,2071,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""workload"": ""neutral"", ""organization"": ""negative""}",4
v7_edurabsa_147_faithful,edurabsa,147,faithful,True,"{""overall_experience"": ""neutral"", ""exam_fairness"": ""negative"", ""materials"": ""positive""}",3
v7_edurabsa_147_flip,edurabsa,147,flip,False,"{""overall_experience"": ""negative"", ""exam_fairness"": ""positive"", ""materials"": ""negative""}",3
v7_edurabsa_147_inject,edurabsa,147,inject,False,"{""overall_experience"": ""neutral"", ""exam_fairness"": ""negative"", ""materials"": ""positive"", ""lecturer_quality"": ""negative""}",4
v7_edurabsa_2106_faithful,edurabsa,2106,faithful,True,"{""workload"": ""neutral""}",1
v7_edurabsa_2106_flip,edurabsa,2106,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_2106_inject,edurabsa,2106,inject,False,"{""workload"": ""neutral"", ""grading_transparency"": ""negative""}",2
v7_edurabsa_956_faithful,edurabsa,956,faithful,True,"{""materials"": ""negative"", ""exam_fairness"": ""negative"", ""overall_experience"": ""neutral""}",3
v7_edurabsa_956_flip,edurabsa,956,flip,False,"{""materials"": ""positive"", ""exam_fairness"": ""positive"", ""overall_experience"": ""negative""}",3
v7_edurabsa_956_inject,edurabsa,956,inject,False,"{""materials"": ""negative"", ""exam_fairness"": ""negative"", ""overall_experience"": ""neutral"", ""lecturer_quality"": ""negative""}",4
v7_edurabsa_1029_faithful,edurabsa,1029,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1029_flip,edurabsa,1029,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1029_inject,edurabsa,1029,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""materials"": ""negative""}",3
v7_edurabsa_1369_faithful,edurabsa,1369,faithful,True,"{""workload"": ""neutral""}",1
v7_edurabsa_1369_flip,edurabsa,1369,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1369_inject,edurabsa,1369,inject,False,"{""workload"": ""neutral"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1697_faithful,edurabsa,1697,faithful,True,"{""organization"": ""negative"", ""materials"": ""negative"", ""overall_experience"": ""negative"", ""exam_fairness"": ""negative""}",4
v7_edurabsa_1697_flip,edurabsa,1697,flip,False,"{""organization"": ""positive"", ""materials"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",4
v7_edurabsa_1697_inject,edurabsa,1697,inject,False,"{""organization"": ""negative"", ""materials"": ""negative"", ""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""grading_transparency"": ""positive""}",5
v7_edurabsa_1425_faithful,edurabsa,1425,faithful,True,"{""overall_experience"": ""negative"", ""workload"": ""negative"", ""materials"": ""negative""}",3
v7_edurabsa_1425_flip,edurabsa,1425,flip,False,"{""overall_experience"": ""positive"", ""workload"": ""positive"", ""materials"": ""positive""}",3
v7_edurabsa_1425_inject,edurabsa,1425,inject,False,"{""overall_experience"": ""negative"", ""workload"": ""negative"", ""materials"": ""negative"", ""grading_transparency"": ""positive""}",4
v7_edurabsa_699_faithful,edurabsa,699,faithful,True,"{""overall_experience"": ""negative"", ""workload"": ""positive""}",2
v7_edurabsa_699_flip,edurabsa,699,flip,False,"{""overall_experience"": ""positive"", ""workload"": ""negative""}",2
v7_edurabsa_699_inject,edurabsa,699,inject,False,"{""overall_experience"": ""negative"", ""workload"": ""positive"", ""materials"": ""positive""}",3
v7_edurabsa_1841_faithful,edurabsa,1841,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1841_flip,edurabsa,1841,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1841_inject,edurabsa,1841,inject,False,"{""overall_experience"": ""positive"", ""materials"": ""positive""}",2
v7_edurabsa_837_faithful,edurabsa,837,faithful,True,"{""workload"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_837_flip,edurabsa,837,flip,False,"{""workload"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_837_inject,edurabsa,837,inject,False,"{""workload"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""negative""}",3
v7_edurabsa_512_faithful,edurabsa,512,faithful,True,"{""overall_experience"": ""neutral""}",1
v7_edurabsa_512_flip,edurabsa,512,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_512_inject,edurabsa,512,inject,False,"{""overall_experience"": ""neutral"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_471_faithful,edurabsa,471,faithful,True,"{""workload"": ""neutral"", ""exam_fairness"": ""positive""}",2
v7_edurabsa_471_flip,edurabsa,471,flip,False,"{""workload"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_471_inject,edurabsa,471,inject,False,"{""workload"": ""neutral"", ""exam_fairness"": ""positive"", ""grading_transparency"": ""positive""}",3
v7_edurabsa_758_faithful,edurabsa,758,faithful,True,"{""workload"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",3
v7_edurabsa_758_flip,edurabsa,758,flip,False,"{""workload"": ""negative"", ""overall_experience"": ""negative"", ""exam_fairness"": ""negative""}",3
v7_edurabsa_758_inject,edurabsa,758,inject,False,"{""workload"": ""positive"", ""overall_experience"": ""positive"", ""exam_fairness"": ""positive"", ""lecturer_quality"": ""positive""}",4
v7_edurabsa_347_faithful,edurabsa,347,faithful,True,"{""workload"": ""positive"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_347_flip,edurabsa,347,flip,False,"{""workload"": ""negative"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_347_inject,edurabsa,347,inject,False,"{""workload"": ""positive"", ""lecturer_quality"": ""negative"", ""accessibility"": ""negative""}",3
v7_edurabsa_1144_faithful,edurabsa,1144,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_1144_flip,edurabsa,1144,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1144_inject,edurabsa,1144,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""grading_transparency"": ""positive""}",3
v7_edurabsa_1377_faithful,edurabsa,1377,faithful,True,"{""workload"": ""neutral""}",1
v7_edurabsa_1377_flip,edurabsa,1377,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1377_inject,edurabsa,1377,inject,False,"{""workload"": ""neutral"", ""materials"": ""negative""}",2
v7_edurabsa_1568_faithful,edurabsa,1568,faithful,True,"{""accessibility"": ""positive""}",1
v7_edurabsa_1568_flip,edurabsa,1568,flip,False,"{""accessibility"": ""negative""}",1
v7_edurabsa_1568_inject,edurabsa,1568,inject,False,"{""accessibility"": ""positive"", ""materials"": ""positive""}",2
v7_edurabsa_868_faithful,edurabsa,868,faithful,True,"{""overall_experience"": ""positive"", ""accessibility"": ""positive""}",2
v7_edurabsa_868_flip,edurabsa,868,flip,False,"{""overall_experience"": ""negative"", ""accessibility"": ""negative""}",2
v7_edurabsa_868_inject,edurabsa,868,inject,False,"{""overall_experience"": ""positive"", ""accessibility"": ""positive"", ""organization"": ""positive""}",3
v7_edurabsa_1131_faithful,edurabsa,1131,faithful,True,"{""workload"": ""neutral""}",1
v7_edurabsa_1131_flip,edurabsa,1131,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1131_inject,edurabsa,1131,inject,False,"{""workload"": ""neutral"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1736_faithful,edurabsa,1736,faithful,True,"{""overall_experience"": ""positive"", ""workload"": ""negative""}",2
v7_edurabsa_1736_flip,edurabsa,1736,flip,False,"{""overall_experience"": ""negative"", ""workload"": ""positive""}",2
v7_edurabsa_1736_inject,edurabsa,1736,inject,False,"{""overall_experience"": ""positive"", ""workload"": ""negative"", ""assessment_design"": ""positive""}",3
v7_edurabsa_1923_faithful,edurabsa,1923,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1923_flip,edurabsa,1923,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1923_inject,edurabsa,1923,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_1395_faithful,edurabsa,1395,faithful,True,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1395_flip,edurabsa,1395,flip,False,"{""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_1395_inject,edurabsa,1395,inject,False,"{""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""assessment_design"": ""positive""}",3
v7_edurabsa_2109_faithful,edurabsa,2109,faithful,True,"{""exam_fairness"": ""negative"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",3
v7_edurabsa_2109_flip,edurabsa,2109,flip,False,"{""exam_fairness"": ""positive"", ""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",3
v7_edurabsa_2109_inject,edurabsa,2109,inject,False,"{""exam_fairness"": ""negative"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""assessment_design"": ""positive""}",4
v7_edurabsa_295_faithful,edurabsa,295,faithful,True,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_295_flip,edurabsa,295,flip,False,"{""overall_experience"": ""positive"", ""exam_fairness"": ""positive""}",2
v7_edurabsa_295_inject,edurabsa,295,inject,False,"{""overall_experience"": ""negative"", ""exam_fairness"": ""negative"", ""assessment_design"": ""negative""}",3
v7_edurabsa_6_faithful,edurabsa,6,faithful,True,"{""overall_experience"": ""negative""}",1
v7_edurabsa_6_flip,edurabsa,6,flip,False,"{""overall_experience"": ""positive""}",1
v7_edurabsa_6_inject,edurabsa,6,inject,False,"{""overall_experience"": ""negative"", ""assessment_design"": ""positive""}",2
v7_edurabsa_757_faithful,edurabsa,757,faithful,True,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_757_flip,edurabsa,757,flip,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_757_inject,edurabsa,757,inject,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive"", ""organization"": ""positive""}",3
v7_edurabsa_1466_faithful,edurabsa,1466,faithful,True,"{""workload"": ""negative""}",1
v7_edurabsa_1466_flip,edurabsa,1466,flip,False,"{""workload"": ""positive""}",1
v7_edurabsa_1466_inject,edurabsa,1466,inject,False,"{""workload"": ""negative"", ""accessibility"": ""negative""}",2
v7_edurabsa_1771_faithful,edurabsa,1771,faithful,True,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative"", ""accessibility"": ""positive"", ""workload"": ""negative"", ""overall_experience"": ""neutral""}",5
v7_edurabsa_1771_flip,edurabsa,1771,flip,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""positive"", ""accessibility"": ""negative"", ""workload"": ""positive"", ""overall_experience"": ""negative""}",5
v7_edurabsa_1771_inject,edurabsa,1771,inject,False,"{""lecturer_quality"": ""negative"", ""exam_fairness"": ""negative"", ""accessibility"": ""positive"", ""workload"": ""negative"", ""overall_experience"": ""neutral"", ""organization"": ""positive""}",6
v7_edurabsa_1787_faithful,edurabsa,1787,faithful,True,"{""workload"": ""positive""}",1
v7_edurabsa_1787_flip,edurabsa,1787,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1787_inject,edurabsa,1787,inject,False,"{""workload"": ""positive"", ""materials"": ""negative""}",2
v7_edurabsa_1539_faithful,edurabsa,1539,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_edurabsa_1539_flip,edurabsa,1539,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_edurabsa_1539_inject,edurabsa,1539,inject,False,"{""lecturer_quality"": ""positive"", ""materials"": ""negative""}",2
v7_edurabsa_1507_faithful,edurabsa,1507,faithful,True,"{""exam_fairness"": ""positive"", ""overall_experience"": ""positive""}",2
v7_edurabsa_1507_flip,edurabsa,1507,flip,False,"{""exam_fairness"": ""negative"", ""overall_experience"": ""negative""}",2
v7_edurabsa_1507_inject,edurabsa,1507,inject,False,"{""exam_fairness"": ""positive"", ""overall_experience"": ""positive"", ""assessment_design"": ""negative""}",3
v7_edurabsa_1015_faithful,edurabsa,1015,faithful,True,"{""overall_experience"": ""positive"", ""organization"": ""neutral"", ""exam_fairness"": ""positive""}",3
v7_edurabsa_1015_flip,edurabsa,1015,flip,False,"{""overall_experience"": ""negative"", ""organization"": ""negative"", ""exam_fairness"": ""negative""}",3
v7_edurabsa_1015_inject,edurabsa,1015,inject,False,"{""overall_experience"": ""positive"", ""organization"": ""neutral"", ""exam_fairness"": ""positive"", ""lecturer_quality"": ""negative""}",4
v7_edurabsa_268_faithful,edurabsa,268,faithful,True,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative""}",2
v7_edurabsa_268_flip,edurabsa,268,flip,False,"{""overall_experience"": ""positive"", ""lecturer_quality"": ""positive""}",2
v7_edurabsa_268_inject,edurabsa,268,inject,False,"{""overall_experience"": ""negative"", ""lecturer_quality"": ""negative"", ""workload"": ""positive""}",3
v7_edurabsa_125_faithful,edurabsa,125,faithful,True,"{""accessibility"": ""positive"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive""}",3
v7_edurabsa_125_flip,edurabsa,125,flip,False,"{""accessibility"": ""negative"", ""lecturer_quality"": ""negative"", ""overall_experience"": ""negative""}",3
v7_edurabsa_125_inject,edurabsa,125,inject,False,"{""accessibility"": ""positive"", ""lecturer_quality"": ""positive"", ""overall_experience"": ""positive"", ""assessment_design"": ""positive""}",4
v7_edurabsa_377_faithful,edurabsa,377,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_377_flip,edurabsa,377,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_377_inject,edurabsa,377,inject,False,"{""overall_experience"": ""positive"", ""workload"": ""negative""}",2
v7_edurabsa_1166_faithful,edurabsa,1166,faithful,True,"{""overall_experience"": ""positive""}",1
v7_edurabsa_1166_flip,edurabsa,1166,flip,False,"{""overall_experience"": ""negative""}",1
v7_edurabsa_1166_inject,edurabsa,1166,inject,False,"{""overall_experience"": ""positive"", ""materials"": ""positive""}",2
v7_edurabsa_231_faithful,edurabsa,231,faithful,True,"{""lecturer_quality"": ""positive""}",1
v7_edurabsa_231_flip,edurabsa,231,flip,False,"{""lecturer_quality"": ""negative""}",1
v7_edurabsa_231_inject,edurabsa,231,inject,False,"{""lecturer_quality"": ""positive"", ""exam_fairness"": ""negative""}",2
v7_edurabsa_1393_faithful,edurabsa,1393,faithful,True,"{""overall_experience"": ""positive"", ""accessibility"": ""positive""}",2
v7_edurabsa_1393_flip,edurabsa,1393,flip,False,"{""overall_experience"": ""negative"", ""accessibility"": ""negative""}",2
v7_edurabsa_1393_inject,edurabsa,1393,inject,False,"{""overall_experience"": ""positive"", ""accessibility"": ""positive"", ""assessment_design"": ""negative""}",3
v7_edurabsa_1775_faithful,edurabsa,1775,faithful,True,"{""workload"": ""positive""}",1
v7_edurabsa_1775_flip,edurabsa,1775,flip,False,"{""workload"": ""negative""}",1
v7_edurabsa_1775_inject,edurabsa,1775,inject,False,"{""workload"": ""positive"", ""materials"": ""negative""}",2
